id,account_name,hostname,domain,ip,equipment_type,os,last_update
92435,user123,db-server-27,internal.net,145.101.90.1,брандмауэр,Windows 10 Pro,2023-11-18
72441,consultant,data-server-29,mycompany.ru,145.101.90.3,сервер,Windows 10 Pro,2023-11-15
79496,user123,web-server-82,internal.net,145.101.90.1,сервер,Ubuntu 20.04,2023-11-15
61854,user123,web-server-21,business.org,145.101.90.2,сервер,Ubuntu 20.04,2023-11-03
80809,user123,web-server-10,internal.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-13
54143,dbadmin,db-server-81,example.com,145.101.90.2,сервер,Ubuntu 20.04,2023-11-10
53774,manager,data-server-54,example.com,145.101.90.2,брандмауэр,Red Hat Enterprise 8,2023-11-15
94106,user123,web-server-92,internal.net,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-16
74561,operator,db-server-1,mycompany.ru,145.101.90.1,маршрутизатор,Red Hat Enterprise 8,2023-11-16
53271,consultant,proxy-server-8,example.com,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-10-27
31766,user123,mail-server-26,business.org,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-13
18355,user123,data-server-83,example.com,145.101.90.1,маршрутизатор,Red Hat Enterprise 8,2023-11-17
27305,user123,mail-server-32,clouding.space,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-16
14519,operator,web-server-11,example.com,145.101.90.2,переключатель,Ubuntu 20.04,2023-11-15
84303,developer,proxy-server-37,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-16
13758,guest,web-server-9,example.com,145.101.90.2,сервер,Windows 10 Pro,2023-11-16
58416,dbadmin,db-server-37,internal.net,145.101.90.1,сервер,Ubuntu 20.04,2023-11-15
37530,user123,db-server-25,example.com,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-17
63683,consultant,db-server-17,business.org,145.101.90.10,сервер,Cisco IOS,2023-11-15
35150,user123,web-server-35,example.com,145.101.90.4,сервер,Cisco IOS,2023-11-16
44670,consultant,mail-server-20,example.com,145.101.90.2,сервер,Windows 10 Pro,2023-11-17
62432,manager,backup-server-54,internal.net,145.101.90.2,сервер,Cisco IOS,2023-11-18
38151,user123,app-server-97,example.com,145.101.90.5,сервер,Ubuntu 20.04,2023-11-18
24573,user123,db-server-96,example.com,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-13
76823,developer,mail-server-84,internal.net,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-18
22493,user123,web-server-11,internal.net,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-15
23650,operator,db-server-81,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-16
49151,user123,web-server-62,mycompany.ru,145.101.90.6,переключатель,Windows 10 Pro,2023-11-16
29582,user123,db-server-48,business.org,145.101.90.2,маршрутизатор,Cisco IOS,2023-11-12
93046,user123,data-server-95,mycompany.ru,145.101.90.4,сервер,Windows 10 Pro,2023-11-17
37994,user123,db-server-44,business.org,145.101.90.1,маршрутизатор,Red Hat Enterprise 8,2023-11-18
62185,dbadmin,app-server-25,example.com,145.101.90.4,сервер,Windows 10 Pro,2023-11-18
67735,manager,db-server-99,example.com,145.101.90.2,брандмауэр,Ubuntu 20.04,2023-11-12
35433,user123,db-server-65,business.org,145.101.90.4,сервер,Windows 10 Pro,2023-11-13
90582,operator,db-server-6,business.org,145.101.90.3,маршрутизатор,Windows Server 2022,2023-11-16
49415,operator,db-server-60,example.com,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-18
58480,consultant,web-server-54,networking.net,145.101.90.1,маршрутизатор,Red Hat Enterprise 8,2023-11-06
60748,dbadmin,db-server-40,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-15
66286,dbadmin,mail-server-89,internal.net,145.101.90.6,сервер,Red Hat Enterprise 8,2023-11-17
34150,user123,web-server-12,internal.net,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-15
15149,user123,dev-server-4,clouding.space,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-16
99466,user123,db-server-9,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-17
82415,user123,file-server-79,networking.net,145.101.90.10,переключатель,Red Hat Enterprise 8,2023-11-15
81504,dbadmin,web-server-36,example.com,145.101.90.3,сервер,Cisco IOS,2023-11-14
86737,operator,web-server-14,business.org,145.101.90.1,маршрутизатор,Cisco IOS,2023-10-29
54822,user123,web-server-87,networking.net,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-17
70937,user123,db-server-69,mycompany.ru,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-17
43860,user123,mail-server-18,example.com,145.101.90.6,сервер,Red Hat Enterprise 8,2023-11-16
37633,operator,data-server-11,networking.net,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-16
25118,user123,web-server-16,example.com,145.101.90.3,сервер,Windows Server 2022,2023-11-17
68584,user123,db-server-60,example.com,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-10-03
11304,admin,mail-server-14,example.com,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-16
94960,user123,web-server-73,internal.net,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-19
66557,user123,app-server-43,business.org,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-15
48452,user123,mail-server-91,internal.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-21
49026,user123,data-server-95,clouding.space,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-13
11572,developer,db-server-36,business.org,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-15
53888,admin,proxy-server-68,example.com,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-17
65036,user123,backup-server-100,business.org,145.101.90.6,маршрутизатор,Ubuntu 20.04,2023-11-16
41694,operator,db-server-19,example.com,145.101.90.5,брандмауэр,Red Hat Enterprise 8,2023-11-14
62322,dbadmin,web-server-72,internal.net,145.101.90.5,сервер,Windows 10 Pro,2023-11-15
94173,operator,proxy-server-45,clouding.space,145.101.90.2,брандмауэр,Ubuntu 20.04,2023-11-17
57133,user123,data-server-40,internal.net,145.101.90.9,сервер,Windows 10 Pro,2023-11-16
77643,dbadmin,web-server-53,business.org,145.101.90.6,сервер,Cisco IOS,2023-11-16
40804,operator,web-server-83,business.org,145.101.90.8,переключатель,Ubuntu 20.04,2023-11-16
45454,consultant,backup-server-68,example.com,145.101.90.2,маршрутизатор,Windows 10 Pro,2023-11-18
97610,user123,db-server-3,example.com,145.101.90.10,сервер,Windows Server 2022,2023-11-06
53834,consultant,db-server-36,internal.net,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-16
74877,manager,db-server-88,business.org,145.101.90.6,переключатель,Red Hat Enterprise 8,2023-11-18
29352,manager,web-server-33,mycompany.ru,145.101.90.5,переключатель,Cisco IOS,2023-11-15
66825,dbadmin,db-server-83,internal.net,145.101.90.2,сервер,Cisco IOS,2023-11-17
15775,consultant,db-server-39,mycompany.ru,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-16
76101,admin,db-server-33,mycompany.ru,145.101.90.6,маршрутизатор,Ubuntu 20.04,2023-11-16
68003,user123,web-server-47,clouding.space,145.101.90.5,сервер,Red Hat Enterprise 8,2023-11-15
25230,operator,web-server-53,example.com,145.101.90.2,брандмауэр,Red Hat Enterprise 8,2023-11-19
42347,user123,db-server-98,business.org,145.101.90.3,брандмауэр,Windows 10 Pro,2023-11-17
56527,admin,web-server-37,mycompany.ru,145.101.90.3,сервер,Ubuntu 20.04,2023-11-08
52155,user123,proxy-server-23,example.com,145.101.90.8,маршрутизатор,Ubuntu 20.04,2023-11-16
78494,user123,data-server-7,clouding.space,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-16
71857,admin,data-server-63,example.com,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-17
96383,user123,data-server-26,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-18
40744,operator,web-server-84,example.com,145.101.90.6,маршрутизатор,Red Hat Enterprise 8,2023-11-14
74866,dbadmin,web-server-68,example.com,145.101.90.5,брандмауэр,Windows 10 Pro,2023-11-16
34834,user123,web-server-33,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-14
27275,dbadmin,web-server-19,internal.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-17
52522,user123,mail-server-4,internal.net,145.101.90.3,переключатель,Windows Server 2022,2023-11-17
24512,developer,db-server-54,example.com,145.101.90.2,сервер,Windows 10 Pro,2023-11-11
50537,consultant,mail-server-35,clouding.space,145.101.90.1,брандмауэр,Cisco IOS,2023-11-16
69666,manager,web-server-30,business.org,145.101.90.10,сервер,Ubuntu 20.04,2023-11-18
44042,user123,web-server-14,example.com,145.101.90.4,сервер,Ubuntu 20.04,2023-11-14
67225,operator,proxy-server-10,clouding.space,145.101.90.10,сервер,Ubuntu 20.04,2023-11-16
17109,operator,db-server-62,example.com,145.101.90.4,переключатель,Cisco IOS,2023-11-15
84687,user123,db-server-58,example.com,145.101.90.2,брандмауэр,Red Hat Enterprise 8,2023-11-14
22240,user123,mail-server-59,internal.net,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-15
88570,consultant,web-server-99,example.com,145.101.90.2,сервер,Ubuntu 20.04,2023-11-18
79216,manager,web-server-71,services.io,145.101.90.3,сервер,Ubuntu 20.04,2023-11-15
19329,user123,data-server-66,mycompany.ru,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-15
12604,consultant,data-server-64,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-16
75888,guest,web-server-62,mycompany.ru,145.101.90.7,маршрутизатор,Ubuntu 20.04,2023-11-15
13860,operator,mail-server-91,internal.net,145.101.90.10,сервер,Ubuntu 20.04,2023-11-15
10290,user123,web-server-30,internal.net,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-16
73797,operator,db-server-32,internal.net,145.101.90.10,сервер,Ubuntu 20.04,2023-11-16
81841,consultant,web-server-64,business.org,145.101.90.4,рабочая станция,Ubuntu 20.04,2023-11-20
96134,user123,web-server-51,internal.net,145.101.90.3,сервер,Cisco IOS,2023-11-15
99116,consultant,proxy-server-59,internal.net,145.101.90.3,сервер,Ubuntu 20.04,2023-11-20
43614,manager,data-server-11,business.org,145.101.90.1,переключатель,Cisco IOS,2023-11-17
71224,dbadmin,dev-server-63,clouding.space,145.101.90.6,переключатель,Ubuntu 20.04,2023-11-16
10744,tester,web-server-39,business.org,145.101.90.6,брандмауэр,Ubuntu 20.04,2023-11-17
66755,operator,dev-server-6,networking.net,145.101.90.1,сервер,Ubuntu 20.04,2023-11-19
44459,user123,web-server-15,example.com,145.101.90.7,сервер,Windows 10 Pro,2023-11-14
43229,manager,data-server-28,internal.net,145.101.90.6,сервер,Red Hat Enterprise 8,2023-11-19
80051,user123,db-server-87,networking.net,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-19
15558,user123,db-server-17,business.org,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-14
75520,user123,file-server-70,clouding.space,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-20
99819,user123,app-server-23,example.com,145.101.90.3,рабочая станция,Ubuntu 20.04,2023-11-14
99913,operator,app-server-17,example.com,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-16
57724,user123,db-server-89,internal.net,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-16
27433,operator,web-server-68,example.com,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-06
57210,consultant,db-server-34,example.com,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-15
24062,user123,db-server-27,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-16
21016,user123,db-server-49,example.com,145.101.90.1,сервер,Cisco IOS,2023-11-19
59414,user123,db-server-23,services.io,145.101.90.3,брандмауэр,Windows 10 Pro,2023-11-15
43088,user123,web-server-13,example.com,145.101.90.2,переключатель,Ubuntu 20.04,2023-11-15
80914,user123,file-server-2,example.com,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-17
91893,admin,db-server-74,business.org,145.101.90.3,сервер,Windows 10 Pro,2023-11-15
18893,operator,mail-server-80,business.org,145.101.90.10,маршрутизатор,Ubuntu 20.04,2023-11-16
40875,tester,data-server-45,clouding.space,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-17
91883,user123,mail-server-31,business.org,145.101.90.4,маршрутизатор,Cisco IOS,2023-11-16
58733,consultant,db-server-22,internal.net,145.101.90.7,маршрутизатор,Cisco IOS,2023-11-15
45561,admin,web-server-56,example.com,145.101.90.5,переключатель,Ubuntu 20.04,2023-11-18
44440,dbadmin,web-server-62,clouding.space,145.101.90.5,брандмауэр,Ubuntu 20.04,2023-11-04
11874,operator,web-server-66,mycompany.ru,145.101.90.3,сервер,Ubuntu 20.04,2023-11-16
61917,consultant,mail-server-46,example.com,145.101.90.1,сервер,Cisco IOS,2023-11-13
11708,dbadmin,mail-server-8,clouding.space,145.101.90.4,брандмауэр,Cisco IOS,2023-11-18
85864,dbadmin,db-server-78,example.com,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-14
82644,user123,web-server-98,clouding.space,145.101.90.1,маршрутизатор,Windows Server 2022,2023-11-14
31015,user123,web-server-9,services.io,145.101.90.9,сервер,Red Hat Enterprise 8,2023-11-17
29719,operator,db-server-4,business.org,145.101.90.1,рабочая станция,Ubuntu 20.04,2023-11-17
12101,user123,db-server-41,example.com,145.101.90.3,переключатель,Ubuntu 20.04,2023-10-29
71375,analyst,data-server-79,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-15
39803,manager,mail-server-83,example.com,145.101.90.5,маршрутизатор,Red Hat Enterprise 8,2023-11-15
39146,user123,proxy-server-82,business.org,145.101.90.1,сервер,Ubuntu 20.04,2023-11-19
13048,user123,db-server-76,example.com,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-15
72161,consultant,db-server-97,example.com,145.101.90.6,маршрутизатор,Ubuntu 20.04,2023-11-11
58957,user123,mail-server-26,example.com,145.101.90.2,маршрутизатор,Windows 10 Pro,2023-11-13
46142,user123,mail-server-78,mycompany.ru,145.101.90.10,маршрутизатор,Red Hat Enterprise 8,2023-11-15
90484,operator,web-server-30,business.org,145.101.90.2,сервер,Ubuntu 20.04,2023-11-15
20639,user123,db-server-8,internal.net,145.101.90.9,маршрутизатор,Cisco IOS,2023-11-17
20990,user123,data-server-64,mycompany.ru,145.101.90.10,маршрутизатор,Ubuntu 20.04,2023-11-17
50760,dbadmin,db-server-53,example.com,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-15
86189,consultant,web-server-63,mycompany.ru,145.101.90.2,брандмауэр,Cisco IOS,2023-11-18
42641,manager,web-server-35,business.org,145.101.90.3,переключатель,Cisco IOS,2023-11-17
21200,manager,proxy-server-49,services.io,145.101.90.6,маршрутизатор,Ubuntu 20.04,2023-11-16
89563,operator,mail-server-37,business.org,145.101.90.5,переключатель,Red Hat Enterprise 8,2023-11-16
41011,consultant,db-server-10,example.com,145.101.90.2,переключатель,Cisco IOS,2023-11-18
33033,manager,backup-server-42,internal.net,145.101.90.1,переключатель,Cisco IOS,2023-11-17
10438,manager,mail-server-35,business.org,145.101.90.8,сервер,Windows 10 Pro,2023-11-16
77708,operator,web-server-89,example.com,145.101.90.9,маршрутизатор,Red Hat Enterprise 8,2023-11-16
89277,consultant,web-server-38,business.org,145.101.90.3,сервер,Ubuntu 20.04,2023-11-15
24630,user123,proxy-server-89,example.com,145.101.90.10,рабочая станция,Ubuntu 20.04,2023-11-15
83204,user123,db-server-61,business.org,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-13
81751,user123,db-server-25,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-17
72118,consultant,db-server-95,internal.net,145.101.90.1,сервер,Ubuntu 20.04,2023-11-18
76813,dbadmin,web-server-98,example.com,145.101.90.5,сервер,Ubuntu 20.04,2023-11-16
43490,admin,mail-server-73,networking.net,145.101.90.2,сервер,Ubuntu 20.04,2023-11-16
16400,consultant,data-server-6,mycompany.ru,145.101.90.4,брандмауэр,Red Hat Enterprise 8,2023-11-15
54006,user123,mail-server-66,example.com,145.101.90.1,сервер,Windows Server 2022,2023-11-18
84927,user123,data-server-40,business.org,145.101.90.10,маршрутизатор,Ubuntu 20.04,2023-11-14
62233,manager,web-server-28,mycompany.ru,145.101.90.2,маршрутизатор,Windows Server 2022,2023-11-17
38732,user123,data-server-8,clouding.space,145.101.90.5,сервер,Red Hat Enterprise 8,2023-11-13
38362,operator,web-server-49,business.org,145.101.90.1,сервер,Windows 10 Pro,2023-11-17
73370,user123,db-server-62,business.org,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-15
16974,analyst,mail-server-29,business.org,145.101.90.3,сервер,Ubuntu 20.04,2023-11-16
52339,user123,proxy-server-49,networking.net,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-16
69209,dbadmin,db-server-41,business.org,145.101.90.1,сервер,Ubuntu 20.04,2023-11-16
72884,admin,db-server-78,services.io,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-18
29059,user123,web-server-43,example.com,145.101.90.9,маршрутизатор,Cisco IOS,2023-11-16
59852,user123,dev-server-59,mycompany.ru,145.101.90.4,сервер,Ubuntu 20.04,2023-11-16
39828,dbadmin,mail-server-78,internal.net,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-14
21760,user123,web-server-70,business.org,145.101.90.8,переключатель,Ubuntu 20.04,2023-11-16
94585,developer,web-server-71,example.com,145.101.90.2,переключатель,Ubuntu 20.04,2023-11-15
54387,operator,mail-server-91,mycompany.ru,145.101.90.1,сервер,Ubuntu 20.04,2023-11-15
78648,admin,db-server-77,business.org,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-15
16962,user123,mail-server-4,example.com,145.101.90.4,брандмауэр,Cisco IOS,2023-11-18
46256,admin,db-server-84,networking.net,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-17
13190,consultant,web-server-71,internal.net,145.101.90.1,сервер,Ubuntu 20.04,2023-11-17
18551,user123,db-server-3,networking.net,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-17
18724,user123,db-server-18,internal.net,145.101.90.5,сервер,Cisco IOS,2023-11-16
13286,user123,backup-server-94,internal.net,145.101.90.3,сервер,Windows 10 Pro,2023-11-13
37133,manager,data-server-41,clouding.space,145.101.90.10,брандмауэр,Ubuntu 20.04,2023-11-16
83992,user123,db-server-33,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-16
23696,consultant,proxy-server-31,business.org,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-15
89352,user123,db-server-78,clouding.space,145.101.90.8,рабочая станция,Ubuntu 20.04,2023-11-19
44992,dbadmin,db-server-96,mycompany.ru,145.101.90.6,переключатель,Ubuntu 20.04,2023-11-14
57710,user123,mail-server-54,example.com,145.101.90.10,переключатель,Cisco IOS,2023-11-16
34776,user123,proxy-server-36,services.io,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-15
50732,dbadmin,mail-server-57,example.com,145.101.90.2,брандмауэр,Windows 10 Pro,2023-11-12
64077,user123,db-server-36,mycompany.ru,145.101.90.2,брандмауэр,Windows 10 Pro,2023-11-07
66875,operator,app-server-50,clouding.space,145.101.90.6,сервер,Ubuntu 20.04,2023-11-17
68066,user123,web-server-13,clouding.space,145.101.90.3,сервер,Windows 10 Pro,2023-11-16
75820,analyst,proxy-server-45,services.io,145.101.90.3,сервер,Windows Server 2022,2023-11-16
72128,operator,backup-server-25,mycompany.ru,145.101.90.3,сервер,Ubuntu 20.04,2023-11-20
16440,consultant,db-server-46,mycompany.ru,145.101.90.7,брандмауэр,Ubuntu 20.04,2023-11-20
24178,manager,mail-server-16,mycompany.ru,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-17
22078,user123,backup-server-71,example.com,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-16
60852,user123,db-server-24,internal.net,145.101.90.5,маршрутизатор,Red Hat Enterprise 8,2023-10-27
80471,user123,web-server-34,example.com,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-16
91876,user123,file-server-85,mycompany.ru,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-16
29930,dbadmin,db-server-31,services.io,145.101.90.6,брандмауэр,Cisco IOS,2023-11-03
52580,user123,mail-server-37,business.org,145.101.90.1,брандмауэр,Ubuntu 20.04,2023-11-16
22188,user123,mail-server-7,example.com,145.101.90.1,переключатель,Red Hat Enterprise 8,2023-11-15
63686,admin,web-server-75,internal.net,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-17
13025,consultant,db-server-87,mycompany.ru,145.101.90.6,переключатель,Ubuntu 20.04,2023-11-15
44678,admin,app-server-58,example.com,145.101.90.1,маршрутизатор,Windows 10 Pro,2023-11-14
42185,user123,web-server-73,example.com,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-18
13002,operator,data-server-93,example.com,145.101.90.3,маршрутизатор,Windows 10 Pro,2023-11-17
81458,user123,db-server-9,example.com,145.101.90.1,сервер,Cisco IOS,2023-11-17
41703,consultant,web-server-30,internal.net,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-17
45388,user123,proxy-server-54,example.com,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-17
47102,operator,proxy-server-2,business.org,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-17
38638,manager,data-server-83,example.com,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-16
62447,user123,web-server-10,example.com,145.101.90.1,переключатель,Red Hat Enterprise 8,2023-11-14
12154,manager,db-server-100,business.org,145.101.90.2,сервер,Cisco IOS,2023-11-15
71194,user123,data-server-23,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-17
79204,manager,db-server-75,example.com,145.101.90.3,переключатель,Windows 10 Pro,2023-11-17
36853,manager,db-server-87,example.com,145.101.90.4,сервер,Ubuntu 20.04,2023-11-16
28753,developer,db-server-3,example.com,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-16
19644,consultant,data-server-77,example.com,145.101.90.3,сервер,Windows Server 2022,2023-11-15
33495,user123,proxy-server-5,internal.net,145.101.90.1,сервер,Windows 10 Pro,2023-11-20
74936,admin,mail-server-46,business.org,145.101.90.8,сервер,Cisco IOS,2023-11-17
20710,operator,web-server-24,mycompany.ru,145.101.90.2,маршрутизатор,Cisco IOS,2023-11-15
35836,consultant,db-server-44,example.com,145.101.90.8,сервер,Ubuntu 20.04,2023-11-15
40833,dbadmin,db-server-66,business.org,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-14
39256,user123,web-server-75,networking.net,145.101.90.1,переключатель,Cisco IOS,2023-11-18
21457,user123,db-server-59,example.com,145.101.90.8,сервер,Cisco IOS,2023-11-16
38356,user123,mail-server-98,example.com,145.101.90.8,сервер,Ubuntu 20.04,2023-11-17
49890,dbadmin,app-server-5,clouding.space,145.101.90.3,брандмауэр,Cisco IOS,2023-11-14
88438,operator,db-server-78,mycompany.ru,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-14
84339,user123,db-server-32,example.com,145.101.90.4,переключатель,Ubuntu 20.04,2023-11-13
56814,consultant,data-server-20,business.org,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-17
69569,dbadmin,db-server-76,networking.net,145.101.90.6,маршрутизатор,Red Hat Enterprise 8,2023-11-16
18106,user123,web-server-79,example.com,145.101.90.3,переключатель,Windows 10 Pro,2023-11-13
65006,user123,test-server-89,example.com,145.101.90.1,сервер,Windows 10 Pro,2023-11-19
28607,user123,web-server-88,example.com,145.101.90.2,рабочая станция,Windows 10 Pro,2023-11-16
66677,manager,web-server-91,clouding.space,145.101.90.3,маршрутизатор,Windows Server 2022,2023-10-01
34406,user123,web-server-27,enterprise.co,145.101.90.2,переключатель,Red Hat Enterprise 8,2023-11-17
11887,analyst,app-server-89,mycompany.ru,145.101.90.2,переключатель,Cisco IOS,2023-11-15
42537,user123,web-server-2,clouding.space,145.101.90.10,сервер,Ubuntu 20.04,2023-11-17
99491,user123,db-server-15,example.com,145.101.90.1,брандмауэр,Ubuntu 20.04,2023-11-17
71973,consultant,proxy-server-31,business.org,145.101.90.4,сервер,Cisco IOS,2023-11-20
37674,dbadmin,db-server-7,services.io,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-15
80315,operator,db-server-52,mycompany.ru,145.101.90.3,сервер,Ubuntu 20.04,2023-11-17
75240,developer,web-server-27,business.org,145.101.90.3,сервер,Ubuntu 20.04,2023-11-17
94635,dbadmin,mail-server-53,internal.net,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-15
64642,user123,data-server-22,clouding.space,145.101.90.3,сервер,Ubuntu 20.04,2023-11-16
80807,user123,db-server-97,internal.net,145.101.90.1,переключатель,Windows Server 2022,2023-11-07
48639,consultant,mail-server-47,example.com,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-15
99228,consultant,data-server-23,mycompany.ru,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-18
20333,manager,db-server-18,example.com,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-14
20775,dbadmin,app-server-24,example.com,145.101.90.10,сервер,Ubuntu 20.04,2023-11-19
64010,consultant,web-server-59,mycompany.ru,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-17
34412,tester,web-server-58,business.org,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-14
40063,consultant,db-server-51,example.com,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-17
81690,operator,db-server-82,business.org,145.101.90.1,маршрутизатор,Windows Server 2022,2023-11-13
79114,operator,db-server-44,mycompany.ru,145.101.90.3,сервер,Windows 10 Pro,2023-11-11
91971,operator,db-server-70,internal.net,145.101.90.9,переключатель,Ubuntu 20.04,2023-11-17
66469,dbadmin,web-server-12,example.com,145.101.90.2,сервер,Ubuntu 20.04,2023-11-16
68420,consultant,mail-server-99,business.org,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-16
85231,tester,web-server-100,example.com,145.101.90.2,брандмауэр,Ubuntu 20.04,2023-11-15
57417,dbadmin,app-server-98,clouding.space,145.101.90.1,сервер,Ubuntu 20.04,2023-11-14
91721,manager,data-server-16,mycompany.ru,145.101.90.2,сервер,Ubuntu 20.04,2023-11-16
95751,developer,db-server-57,mycompany.ru,145.101.90.5,сервер,Cisco IOS,2023-11-17
23454,admin,backup-server-75,clouding.space,145.101.90.6,брандмауэр,Red Hat Enterprise 8,2023-11-16
90255,admin,db-server-43,business.org,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-17
81630,consultant,mail-server-99,business.org,145.101.90.3,маршрутизатор,Windows 10 Pro,2023-11-16
98016,user123,dev-server-94,enterprise.co,145.101.90.5,маршрутизатор,Red Hat Enterprise 8,2023-11-17
86354,dbadmin,web-server-62,internal.net,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-16
61846,operator,proxy-server-50,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-20
95658,manager,web-server-57,internal.net,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-17
14187,user123,file-server-42,services.io,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-14
26946,consultant,web-server-1,example.com,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-14
65984,dbadmin,file-server-13,enterprise.co,145.101.90.2,маршрутизатор,Cisco IOS,2023-11-15
43299,guest,mail-server-82,mycompany.ru,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-14
